nExp, Time,   ID,       F 0,       F 1,       F 2,       F 3,       F 4,       F 5,       F 6 
  54,    9,    0,     1.000,     0.000,    -0.091,     0.091,     0.091,     0.008,     0.001,   995
  55,    0,    0,     1.000,     0.000,    -0.091,     0.091,     0.091,     0.008,     0.001,     0
  55,    1,    0,     0.000,     0.167,    -0.773,     0.790,     0.790,     0.625,     0.494,     0
  55,    2,    0,     0.000,     0.250,    -0.682,     0.726,     0.726,     0.527,     0.383,     0
  55,    3,    0,     0.000,     0.333,    -0.591,     0.678,     0.678,     0.460,     0.312,    -5
  55,    4,    0,     0.000,     0.417,    -0.500,     0.651,     0.651,     0.424,     0.276,    -5
  55,    5,    0,     0.000,     0.500,    -0.409,     0.646,     0.646,     0.417,     0.270,    -5
  55,    6,    0,     0.000,     0.583,    -0.318,     0.664,     0.664,     0.442,     0.293,    -5
  55,    7,    0,     0.000,     0.667,    -0.227,     0.704,     0.704,     0.496,     0.349,    -5
  55,    8,    0,     0.000,     0.750,    -0.136,     0.762,     0.762,     0.581,     0.443,    -5
  55,    9,    0,     0.000,     0.833,    -0.045,     0.835,     0.835,     0.697,     0.581,    -5
  55,   10,    0,     0.000,     0.917,     0.045,     0.918,     0.918,     0.842,     0.773,    -5
  56,    0,    0,     0.000,     1.000,     0.136,     1.009,     1.009,     1.019,     1.028,     0
  56,    1,    0,     0.000,     0.167,    -0.667,     0.687,     0.687,     0.472,     0.325,     0
  56,    2,    0,     0.000,     0.250,    -0.576,     0.628,     0.628,     0.394,     0.247,     0
  56,    3,    0,     0.000,     0.333,    -0.485,     0.588,     0.588,     0.346,     0.204,    -5
  56,    4,    0,     0.000,     0.417,    -0.394,     0.573,     0.573,     0.329,     0.189,    -5
  56,    5,    0,     0.000,     0.500,    -0.303,     0.585,     0.585,     0.342,     0.200,    -5
  56,    6,    0,     0.000,     0.583,    -0.212,     0.621,     0.621,     0.385,     0.239,    -5
  56,    7,    0,     0.000,     0.667,    -0.121,     0.678,     0.678,     0.459,     0.311,    -5
  56,    8,    0,     0.000,     0.750,    -0.030,     0.751,     0.751,     0.563,     0.423,    -5
  56,    9,    0,     0.000,     0.833,     0.061,     0.836,     0.836,     0.698,     0.583,    -5
  56,   10,    0,     0.000,     0.917,     0.152,     0.929,     0.929,     0.863,     0.802,    -5
  57,    0,    0,     0.000,     1.000,     0.242,     1.029,     1.029,     1.059,     1.089,     0
  57,    1,    0,     0.000,    -0.500,    -0.879,     1.011,     1.011,     1.022,     1.034,     0
  57,    2,    0,     0.000,    -0.417,    -0.788,     0.891,     0.891,     0.794,     0.708,    -5
  57,    3,    0,     1.000,    -0.333,    -0.697,     0.773,     0.773,     0.597,     0.461,    -5
  57,    4,    0,     1.000,    -0.250,    -0.606,     0.656,     0.656,     0.430,     0.282,    -5
  57,    5,    0,     1.000,    -0.167,    -0.515,     0.541,     0.541,     0.293,     0.159,    -5
  57,    6,    0,     1.000,    -0.083,    -0.424,     0.432,     0.432,     0.187,     0.081,    -5
  57,    7,    0,     1.000,     0.000,    -0.333,     0.333,     0.333,     0.111,     0.037,    -5
  57,    8,    0,     1.000,     0.000,    -0.242,     0.242,     0.242,     0.059,     0.014,    -5
  57,    9,    0,     1.000,     0.000,    -0.152,     0.152,     0.152,     0.023,     0.003,    -5
  57,   10,    0,     1.000,     0.000,    -0.061,     0.061,     0.061,     0.004,     0.000,     0
  58,    0,    0,     0.000,     0.083,     0.030,     0.089,     0.089,     0.008,     0.001,     0
  58,    1,    0,     0.000,    -0.417,    -0.500,     0.651,     0.651,     0.424,     0.276,    -5
  58,    2,    0,     1.000,    -0.333,    -0.409,     0.528,     0.528,     0.278,     0.147,    -5
  58,    3,    0,     1.000,    -0.250,    -0.318,     0.405,     0.405,     0.164,     0.066,    -5
  58,    4,    0,     1.000,    -0.167,    -0.227,     0.282,     0.282,     0.079,     0.022,    -5
  58,    5,    0,     1.000,    -0.083,    -0.136,     0.160,     0.160,     0.026,     0.004,    -5
  58,    6,    0,     1.000,     0.000,    -0.045,     0.045,     0.045,     0.002,     0.000,   995
  59,    0,    0,     1.000,     0.000,    -0.045,     0.045,     0.045,     0.002,     0.000,     0
  59,    1,    0,     0.000,    -0.417,    -0.773,     0.878,     0.878,     0.771,     0.677,    -5
  59,    2,    0,     1.000,    -0.333,    -0.682,     0.759,     0.759,     0.576,     0.437,    -5
  59,    3,    0,     1.000,    -0.250,    -0.591,     0.642,     0.642,     0.412,     0.264,    -5
  59,    4,    0,     1.000,    -0.167,    -0.500,     0.527,     0.527,     0.278,     0.146,    -5
  59,    5,    0,     1.000,    -0.083,    -0.409,     0.417,     0.417,     0.174,     0.073,    -5
  59,    6,    0,     1.000,     0.000,    -0.318,     0.318,     0.318,     0.101,     0.032,    -5
  59,    7,    0,     1.000,     0.000,    -0.227,     0.227,     0.227,     0.052,     0.012,    -5
  59,    8,    0,     1.000,     0.000,    -0.136,     0.136,     0.136,     0.019,     0.003,    -5
  59,    9,    0,     1.000,     0.000,    -0.045,     0.045,     0.045,     0.002,     0.000,     0
  59,   10,    0,     0.000,     0.083,     0.045,     0.095,     0.095,     0.009,     0.001,     0
  60,    0,    0,     0.000,     0.083,     0.136,     0.160,     0.160,     0.026,     0.004,     0
  60,    1,    0,     0.000,    -0.417,    -0.652,     0.773,     0.773,     0.598,     0.463,    -5
  60,    2,    0,     1.000,    -0.333,    -0.561,     0.652,     0.652,     0.425,     0.277,    -5
  60,    3,    0,     1.000,    -0.250,    -0.470,     0.532,     0.532,     0.283,     0.151,    -5
  60,    4,    0,     1.000,    -0.167,    -0.379,     0.414,     0.414,     0.171,     0.071,    -5
  60,    5,    0,     1.000,    -0.083,    -0.288,     0.300,     0.300,     0.090,     0.027,    -5
  60,    6,    0,     1.000,     0.000,    -0.197,     0.197,     0.197,     0.039,     0.008,    -5
  60,    7,    0,     1.000,     0.000,    -0.106,     0.106,     0.106,     0.011,     0.001,    -5
  60,    8,    0,     1.000,     0.000,    -0.015,     0.015,     0.015,     0.000,     0.000,   995
  61,    0,    0,     1.000,     0.000,    -0.015,     0.015,     0.015,     0.000,     0.000,     0
  61,    1,    0,     0.000,     0.083,    -0.894,     0.898,     0.898,     0.806,     0.724,     0
  61,    2,    0,     0.000,     0.083,    -0.803,     0.807,     0.807,     0.652,     0.526,     0
  61,    3,    0,     0.000,     0.083,    -0.712,     0.717,     0.717,     0.514,     0.369,     0
  61,    4,    0,     0.000,     0.083,    -0.621,     0.627,     0.627,     0.393,     0.246,     0
  61,    5,    0,     0.000,     0.083,    -0.530,     0.537,     0.537,     0.288,     0.155,     0
  61,    6,    0,     0.000,     0.083,    -0.439,     0.447,     0.447,     0.200,     0.089,     0
  61,    7,    0,     0.000,     0.083,    -0.348,     0.358,     0.358,     0.128,     0.046,     0
  61,    8,    0,     0.000,     0.083,    -0.258,     0.271,     0.271,     0.073,     0.020,     0
  61,    9,    0,     0.000,     0.083,    -0.167,     0.186,     0.186,     0.035,     0.006,     0
  62,    0,    0,     0.000,     0.083,    -0.076,     0.113,     0.113,     0.013,     0.001,     0
  62,    1,    0,     0.000,     0.167,    -0.288,     0.333,     0.333,     0.111,     0.037,     0
  62,    2,    0,     0.000,     0.250,    -0.197,     0.318,     0.318,     0.101,     0.032,     0
  62,    3,    0,     0.000,     0.333,    -0.106,     0.350,     0.350,     0.122,     0.043,    -5
  62,    4,    0,     0.000,     0.417,    -0.015,     0.417,     0.417,     0.174,     0.072,    -5
  62,    5,    0,     0.000,     0.500,     0.076,     0.506,     0.506,     0.256,     0.129,    -5
  62,    6,    0,     0.000,     0.583,     0.167,     0.607,     0.607,     0.368,     0.223,    -5
  62,    7,    0,     0.000,     0.667,     0.258,     0.715,     0.715,     0.511,     0.365,    -5
  62,    8,    0,     0.000,     0.750,     0.348,     0.827,     0.827,     0.684,     0.566,    -5
  62,    9,    0,     0.000,     0.833,     0.439,     0.942,     0.942,     0.888,     0.836,    -5
  62,   10,    0,     0.000,     0.917,     0.530,     1.059,     1.059,     1.121,     1.188,    -5
  63,    0,    0,     0.000,     1.000,     0.621,     1.177,     1.177,     1.386,     1.632,     0
  63,    1,    0,     0.000,    -0.500,    -0.833,     0.972,     0.972,     0.944,     0.918,     0
  63,    2,    0,     0.000,    -0.417,    -0.742,     0.851,     0.851,     0.725,     0.617,    -5
  63,    3,    0,     1.000,    -0.333,    -0.652,     0.732,     0.732,     0.536,     0.392,    -5
  63,    4,    0,     1.000,    -0.250,    -0.561,     0.614,     0.614,     0.377,     0.231,    -5
  63,    5,    0,     1.000,    -0.167,    -0.470,     0.498,     0.498,     0.248,     0.124,    -5
  63,    6,    0,     1.000,    -0.083,    -0.379,     0.388,     0.388,     0.150,     0.058,    -5
  63,    7,    0,     1.000,     0.000,    -0.288,     0.288,     0.288,     0.083,     0.024,    -5
  63,    8,    0,     1.000,     0.000,    -0.197,     0.197,     0.197,     0.039,     0.008,    -5
  63,    9,    0,     1.000,     0.000,    -0.106,     0.106,     0.106,     0.011,     0.001,    -5
  63,   10,    0,     1.000,     0.000,    -0.015,     0.015,     0.015,     0.000,     0.000,     0
  64,    0,    0,     0.000,     0.083,     0.076,     0.113,     0.113,     0.013,     0.001,     0
  64,    1,    0,     0.000,     0.167,    -0.394,     0.428,     0.428,     0.183,     0.078,     0
  64,    2,    0,     0.000,     0.250,    -0.303,     0.393,     0.393,     0.154,     0.061,     0
  64,    3,    0,     0.000,     0.333,    -0.212,     0.395,     0.395,     0.156,     0.062,    -5
  64,    4,    0,     0.000,     0.417,    -0.121,     0.434,     0.434,     0.188,     0.082,    -5
  64,    5,    0,     0.000,     0.500,    -0.030,     0.501,     0.501,     0.251,     0.126,    -5
  64,    6,    0,     0.000,     0.583,     0.061,     0.586,     0.586,     0.344,     0.202,    -5
  64,    7,    0,     0.000,     0.667,     0.152,     0.684,     0.684,     0.467,     0.320,    -5
  64,    8,    0,     0.000,     0.750,     0.242,     0.788,     0.788,     0.621,     0.490,    -5
  64,    9,    0,     0.000,     0.833,     0.333,     0.898,     0.898,     0.806,     0.723,    -5
  64,   10,    0,     0.000,     0.917,     0.424,     1.010,     1.010,     1.020,     1.031,    -5
  65,    0,    0,     0.000,     1.000,     0.515,     1.125,     1.125,     1.265,     1.423,     0
  65,    1,    0,     0.000,    -0.500,    -0.939,     1.064,     1.064,     1.132,     1.205,     0
  65,    2,    0,     0.000,    -0.417,    -0.848,     0.945,     0.945,     0.894,     0.845,    -5
  65,    3,    0,     1.000,    -0.333,    -0.758,     0.828,     0.828,     0.685,     0.567,    -5
  65,    4,    0,     1.000,    -0.250,    -0.667,     0.712,     0.712,     0.507,     0.361,    -5
  65,    5,    0,     1.000,    -0.167,    -0.576,     0.599,     0.599,     0.359,     0.215,    -5
  65,    6,    0,     1.000,    -0.083,    -0.485,     0.492,     0.492,     0.242,     0.119,    -5
  65,    7,    0,     1.000,     0.000,    -0.394,     0.394,     0.394,     0.155,     0.061,    -5
  65,    8,    0,     1.000,     0.000,    -0.303,     0.303,     0.303,     0.092,     0.028,    -5
  65,    9,    0,     1.000,     0.000,    -0.212,     0.212,     0.212,     0.045,     0.010,    -5
  65,   10,    0,     1.000,     0.000,    -0.121,     0.121,     0.121,     0.015,     0.002,     0
  66,    0,    0,     0.000,     0.083,    -0.030,     0.089,     0.089,     0.008,     0.001,     0
  66,    1,    0,     0.000,     0.167,    -0.515,     0.541,     0.541,     0.293,     0.159,     0
  66,    2,    0,     0.000,     0.250,    -0.424,     0.492,     0.492,     0.242,     0.119,     0
  66,    3,    0,     0.000,     0.333,    -0.333,     0.471,     0.471,     0.222,     0.105,    -5
  66,    4,    0,     0.000,     0.417,    -0.242,     0.482,     0.482,     0.232,     0.112,    -5
  66,    5,    0,     0.000,     0.500,    -0.152,     0.522,     0.522,     0.273,     0.143,    -5
  66,    6,    0,     0.000,     0.583,    -0.061,     0.586,     0.586,     0.344,     0.202,    -5
  66,    7,    0,     0.000,     0.667,     0.030,     0.667,     0.667,     0.445,     0.297,    -5
  66,    8,    0,     0.000,     0.750,     0.121,     0.760,     0.760,     0.577,     0.439,    -5
  66,    9,    0,     0.000,     0.833,     0.212,     0.860,     0.860,     0.739,     0.636,    -5
  66,   10,    0,     0.000,     0.917,     0.303,     0.965,     0.965,     0.932,     0.900,    -5
  67,    0,    0,     0.000,     1.000,     0.394,     1.075,     1.075,     1.155,     1.242,     0
  67,    1,    0,     0.000,     0.167,    -0.379,     0.414,     0.414,     0.171,     0.071,     0
  67,    2,    0,     0.000,     0.250,    -0.288,     0.381,     0.381,     0.145,     0.055,     0
  67,    3,    0,     0.000,     0.333,    -0.197,     0.387,     0.387,     0.150,     0.058,    -5
  67,    4,    0,     0.000,     0.417,    -0.106,     0.430,     0.430,     0.185,     0.079,    -5
  67,    5,    0,     0.000,     0.500,    -0.015,     0.500,     0.500,     0.250,     0.125,    -5
  67,    6,    0,     0.000,     0.583,     0.076,     0.588,     0.588,     0.346,     0.204,    -5
  67,    7,    0,     0.000,     0.667,     0.167,     0.687,     0.687,     0.472,     0.325,    -5
  67,    8,    0,     0.000,     0.750,     0.258,     0.793,     0.793,     0.629,     0.499,    -5
  67,    9,    0,     0.000,     0.833,     0.348,     0.903,     0.903,     0.816,     0.737,    -5
  68,    0,    0,     0.000,     0.917,     0.439,     1.017,     1.017,     1.033,     1.050,     0
  68,    1,    0,     0.000,     0.167,    -0.742,     0.761,     0.761,     0.579,     0.441,     0
  68,    2,    0,     0.000,     0.250,    -0.652,     0.698,     0.698,     0.487,     0.340,     0
  68,    3,    0,     0.000,     0.333,    -0.561,     0.652,     0.652,     0.425,     0.277,    -5
  68,    4,    0,     0.000,     0.417,    -0.470,     0.628,     0.628,     0.394,     0.248,    -5
  68,    5,    0,     0.000,     0.500,    -0.379,     0.627,     0.627,     0.393,     0.247,    -5
  68,    6,    0,     0.000,     0.583,    -0.288,     0.651,     0.651,     0.423,     0.275,    -5
  68,    7,    0,     0.000,     0.667,    -0.197,     0.695,     0.695,     0.483,     0.336,    -5
  68,    8,    0,     0.000,     0.750,    -0.106,     0.757,     0.757,     0.574,     0.435,    -5
  68,    9,    0,     0.000,     0.833,    -0.015,     0.833,     0.833,     0.695,     0.579,    -5
  68,   10,    0,     0.000,     0.917,     0.076,     0.920,     0.920,     0.846,     0.778,    -5
  69,    0,    0,     0.000,     1.000,     0.167,     1.014,     1.014,     1.028,     1.042,     0
  69,    1,    0,     0.000,     0.083,    -0.303,     0.314,     0.314,     0.099,     0.031,     0
  69,    2,    0,     0.000,     0.083,    -0.212,     0.228,     0.228,     0.052,     0.012,     0
  69,    3,    0,     0.000,     0.083,    -0.121,     0.147,     0.147,     0.022,     0.003,     0
  69,    4,    0,     0.000,     0.083,    -0.030,     0.089,     0.089,     0.008,     0.001,     0
  69,    5,    0,     0.000,     0.083,     0.061,     0.103,     0.103,     0.011,     0.001,     0
  69,    6,    0,     0.000,     0.083,     0.152,     0.173,     0.173,     0.030,     0.005,     0
  69,    7,    0,     0.000,     0.083,     0.242,     0.256,     0.256,     0.066,     0.017,     0
  69,    8,    0,     0.000,     0.083,     0.333,     0.344,     0.344,     0.118,     0.041,     0
  69,    9,    0,     0.000,     0.083,     0.424,     0.432,     0.432,     0.187,     0.081,     0
  69,   10,    0,     0.000,     0.083,     0.515,     0.522,     0.522,     0.272,     0.142,     0
  70,    0,    0,     0.000,     0.083,     0.606,     0.612,     0.612,     0.374,     0.229,     0
  70,    1,    0,     0.000,    -0.417,    -0.530,     0.674,     0.674,     0.455,     0.307,    -5
  70,    2,    0,     1.000,    -0.333,    -0.439,     0.552,     0.552,     0.304,     0.168,    -5
  70,    3,    0,     1.000,    -0.250,    -0.348,     0.429,     0.429,     0.184,     0.079,    -5
  70,    4,    0,     1.000,    -0.167,    -0.258,     0.307,     0.307,     0.094,     0.029,    -5
  70,    5,    0,     1.000,    -0.083,    -0.167,     0.186,     0.186,     0.035,     0.006,    -5
  70,    6,    0,     1.000,     0.000,    -0.076,     0.076,     0.076,     0.006,     0.000,   995
  71,    0,    0,     1.000,     0.000,    -0.076,     0.076,     0.076,     0.006,     0.000,     0
  71,    1,    0,     0.000,     0.167,    -0.970,     0.984,     0.984,     0.968,     0.953,     0
  71,    2,    0,     0.000,     0.250,    -0.879,     0.914,     0.914,     0.835,     0.763,     0
  71,    3,    0,     0.000,     0.333,    -0.788,     0.855,     0.855,     0.732,     0.626,    -5
  71,    4,    0,     0.000,     0.417,    -0.697,     0.812,     0.812,     0.659,     0.535,    -5
  71,    5,    0,     0.000,     0.500,    -0.606,     0.786,     0.786,     0.617,     0.485,    -5
  71,    6,    0,     0.000,     0.583,    -0.515,     0.778,     0.778,     0.606,     0.471,    -5
  71,    7,    0,     0.000,     0.667,    -0.424,     0.790,     0.790,     0.624,     0.493,    -5
  71,    8,    0,     0.000,     0.750,    -0.333,     0.821,     0.821,     0.674,     0.553,    -5
  71,    9,    0,     0.000,     0.833,    -0.242,     0.868,     0.868,     0.753,     0.654,    -5
  71,   10,    0,     0.000,     0.917,    -0.152,     0.929,     0.929,     0.863,     0.802,    -5
  72,    0,    0,     0.000,     1.000,    -0.061,     1.002,     1.002,     1.004,     1.006,     0
  72,    1,    0,     0.000,     0.167,    -0.500,     0.527,     0.527,     0.278,     0.146,     0
  72,    2,    0,     0.000,     0.250,    -0.409,     0.479,     0.479,     0.230,     0.110,     0
  72,    3,    0,     0.000,     0.333,    -0.318,     0.461,     0.461,     0.212,     0.098,    -5
  72,    4,    0,     0.000,     0.417,    -0.227,     0.475,     0.475,     0.225,     0.107,    -5
  72,    5,    0,     0.000,     0.500,    -0.136,     0.518,     0.518,     0.269,     0.139,    -5
  72,    6,    0,     0.000,     0.583,    -0.045,     0.585,     0.585,     0.342,     0.200,    -5
  72,    7,    0,     0.000,     0.667,     0.045,     0.668,     0.668,     0.447,     0.298,    -5
  72,    8,    0,     0.000,     0.750,     0.136,     0.762,     0.762,     0.581,     0.443,    -5
  72,    9,    0,     0.000,     0.833,     0.227,     0.864,     0.864,     0.746,     0.644,    -5
  72,   10,    0,     0.000,     0.917,     0.318,     0.970,     0.970,     0.942,     0.914,    -5
  73,    0,    0,     0.000,     1.000,     0.409,     1.080,     1.080,     1.167,     1.261,     0
  73,    1,    0,     0.000,    -0.417,    -0.879,     0.973,     0.973,     0.946,     0.920,    -5
  73,    2,    0,     1.000,    -0.333,    -0.788,     0.855,     0.855,     0.732,     0.626,    -5
  73,    3,    0,     1.000,    -0.250,    -0.697,     0.740,     0.740,     0.548,     0.406,    -5
  73,    4,    0,     1.000,    -0.167,    -0.606,     0.629,     0.629,     0.395,     0.248,    -5
  73,    5,    0,     1.000,    -0.083,    -0.515,     0.522,     0.522,     0.272,     0.142,    -5
  73,    6,    0,     1.000,     0.000,    -0.424,     0.424,     0.424,     0.180,     0.076,    -5
  73,    7,    0,     1.000,     0.000,    -0.333,     0.333,     0.333,     0.111,     0.037,    -5
  73,    8,    0,     1.000,     0.000,    -0.242,     0.242,     0.242,     0.059,     0.014,    -5
  73,    9,    0,     1.000,     0.000,    -0.152,     0.152,     0.152,     0.023,     0.003,     0
  73,   10,    0,     0.000,     0.083,    -0.061,     0.103,     0.103,     0.011,     0.001,     0
  74,    0,    0,     0.000,     0.083,     0.030,     0.089,     0.089,     0.008,     0.001,     0
  74,    1,    0,     0.000,    -0.500,    -0.788,     0.933,     0.933,     0.871,     0.813,     0
  74,    2,    0,     0.000,    -0.417,    -0.697,     0.812,     0.812,     0.659,     0.535,    -5
  74,    3,    0,     1.000,    -0.333,    -0.606,     0.692,     0.692,     0.478,     0.331,    -5
  74,    4,    0,     1.000,    -0.250,    -0.515,     0.573,     0.573,     0.328,     0.188,    -5
  74,    5,    0,     1.000,    -0.167,    -0.424,     0.456,     0.456,     0.208,     0.095,    -5
  74,    6,    0,     1.000,    -0.083,    -0.333,     0.344,     0.344,     0.118,     0.041,    -5
  74,    7,    0,     1.000,     0.000,    -0.242,     0.242,     0.242,     0.059,     0.014,    -5
  74,    8,    0,     1.000,     0.000,    -0.152,     0.152,     0.152,     0.023,     0.003,    -5
  74,    9,    0,     1.000,     0.000,    -0.061,     0.061,     0.061,     0.004,     0.000,   995
  75,    0,    0,     1.000,     0.000,    -0.061,     0.061,     0.061,     0.004,     0.000,     0
  75,    1,    0,     0.000,    -0.417,    -0.939,     1.028,     1.028,     1.056,     1.085,    -5
  75,    2,    0,     1.000,    -0.333,    -0.848,     0.912,     0.912,     0.831,     0.758,    -5
  75,    3,    0,     1.000,    -0.250,    -0.758,     0.798,     0.798,     0.636,     0.508,    -5
  75,    4,    0,     1.000,    -0.167,    -0.667,     0.687,     0.687,     0.472,     0.325,    -5
  75,    5,    0,     1.000,    -0.083,    -0.576,     0.582,     0.582,     0.338,     0.197,    -5
  75,    6,    0,     1.000,     0.000,    -0.485,     0.485,     0.485,     0.235,     0.114,    -5
  75,    7,    0,     1.000,     0.000,    -0.394,     0.394,     0.394,     0.155,     0.061,    -5
  75,    8,    0,     1.000,     0.000,    -0.303,     0.303,     0.303,     0.092,     0.028,    -5
  75,    9,    0,     1.000,     0.000,    -0.212,     0.212,     0.212,     0.045,     0.010,     0
  75,   10,    0,     0.000,     0.083,    -0.121,     0.147,     0.147,     0.022,     0.003,     0
  76,    0,    0,     0.000,     0.083,    -0.030,     0.089,     0.089,     0.008,     0.001,     0
  76,    1,    0,     0.000,     0.167,    -0.712,     0.731,     0.731,     0.535,     0.391,     0
  76,    2,    0,     0.000,     0.250,    -0.621,     0.670,     0.670,     0.448,     0.300,     0
  76,    3,    0,     0.000,     0.333,    -0.530,     0.626,     0.626,     0.392,     0.246,    -5
  76,    4,    0,     0.000,     0.417,    -0.439,     0.606,     0.606,     0.367,     0.222,    -5
  76,    5,    0,     0.000,     0.500,    -0.348,     0.609,     0.609,     0.371,     0.226,    -5
  76,    6,    0,     0.000,     0.583,    -0.258,     0.638,     0.638,     0.407,     0.259,    -5
  76,    7,    0,     0.000,     0.667,    -0.167,     0.687,     0.687,     0.472,     0.325,    -5
  76,    8,    0,     0.000,     0.750,    -0.076,     0.754,     0.754,     0.568,     0.428,    -5
  76,    9,    0,     0.000,     0.833,     0.015,     0.833,     0.833,     0.695,     0.579,    -5
  76,   10,    0,     0.000,     0.917,     0.106,     0.923,     0.923,     0.852,     0.786,    -5
  77,    0,    0,     0.000,     1.000,     0.197,     1.019,     1.019,     1.039,     1.059,     0
  77,    1,    0,     0.000,    -0.500,    -0.818,     0.959,     0.959,     0.919,     0.882,     0
  77,    2,    0,     0.000,    -0.417,    -0.727,     0.838,     0.838,     0.703,     0.589,    -5
  77,    3,    0,     1.000,    -0.333,    -0.636,     0.718,     0.718,     0.516,     0.371,    -5
  77,    4,    0,     1.000,    -0.250,    -0.545,     0.600,     0.600,     0.360,     0.216,    -5
  77,    5,    0,     1.000,    -0.167,    -0.455,     0.484,     0.484,     0.234,     0.113,    -5
  77,    6,    0,     1.000,    -0.083,    -0.364,     0.373,     0.373,     0.139,     0.052,    -5
  77,    7,    0,     1.000,     0.000,    -0.273,     0.273,     0.273,     0.074,     0.020,    -5
  77,    8,    0,     1.000,     0.000,    -0.182,     0.182,     0.182,     0.033,     0.006,    -5
  77,    9,    0,     1.000,     0.000,    -0.091,     0.091,     0.091,     0.008,     0.001,   995
  78,    0,    0,     1.000,     0.000,    -0.091,     0.091,     0.091,     0.008,     0.001,     0
  78,    1,    0,     0.000,     0.083,    -0.667,     0.672,     0.672,     0.451,     0.303,     0
  78,    2,    0,     0.000,     0.083,    -0.576,     0.582,     0.582,     0.338,     0.197,     0
  78,    3,    0,     0.000,     0.083,    -0.485,     0.492,     0.492,     0.242,     0.119,     0
  78,    4,    0,     0.000,     0.083,    -0.394,     0.403,     0.403,     0.162,     0.065,     0
  78,    5,    0,     0.000,     0.083,    -0.303,     0.314,     0.314,     0.099,     0.031,     0
  78,    6,    0,     0.000,     0.083,    -0.212,     0.228,     0.228,     0.052,     0.012,     0
  78,    7,    0,     0.000,     0.083,    -0.121,     0.147,     0.147,     0.022,     0.003,     0
  78,    8,    0,     0.000,     0.083,    -0.030,     0.089,     0.089,     0.008,     0.001,     0
  78,    9,    0,     0.000,     0.083,     0.061,     0.103,     0.103,     0.011,     0.001,     0
  78,   10,    0,     0.000,     0.083,     0.152,     0.173,     0.173,     0.030,     0.005,     0
  79,    0,    0,     0.000,     0.083,     0.242,     0.256,     0.256,     0.066,     0.017,     0
  79,    1,    0,     0.000,     0.083,    -0.303,     0.314,     0.314,     0.099,     0.031,     0
  79,    2,    0,     0.000,     0.083,    -0.212,     0.228,     0.228,     0.052,     0.012,     0
  79,    3,    0,     0.000,     0.083,    -0.121,     0.147,     0.147,     0.022,     0.003,     0
  79,    4,    0,     0.000,     0.083,    -0.030,     0.089,     0.089,     0.008,     0.001,     0
  79,    5,    0,     0.000,     0.083,     0.061,     0.103,     0.103,     0.011,     0.001,     0
  79,    6,    0,     0.000,     0.083,     0.152,     0.173,     0.173,     0.030,     0.005,     0
  79,    7,    0,     0.000,     0.083,     0.242,     0.256,     0.256,     0.066,     0.017,     0
  79,    8,    0,     0.000,     0.083,     0.333,     0.344,     0.344,     0.118,     0.041,     0
  79,    9,    0,     0.000,     0.083,     0.424,     0.432,     0.432,     0.187,     0.081,     0
  79,   10,    0,     0.000,     0.083,     0.515,     0.522,     0.522,     0.272,     0.142,     0
  80,    0,    0,     0.000,     0.083,     0.606,     0.612,     0.612,     0.374,     0.229,     0
  80,    1,    0,     0.000,     0.083,    -0.485,     0.492,     0.492,     0.242,     0.119,     0
  80,    2,    0,     0.000,     0.083,    -0.394,     0.403,     0.403,     0.162,     0.065,     0
  80,    3,    0,     0.000,     0.083,    -0.303,     0.314,     0.314,     0.099,     0.031,     0
  80,    4,    0,     0.000,     0.083,    -0.212,     0.228,     0.228,     0.052,     0.012,     0
  80,    5,    0,     0.000,     0.083,    -0.121,     0.147,     0.147,     0.022,     0.003,     0
  80,    6,    0,     0.000,     0.083,    -0.030,     0.089,     0.089,     0.008,     0.001,     0
  80,    7,    0,     0.000,     0.083,     0.061,     0.103,     0.103,     0.011,     0.001,     0
  80,    8,    0,     0.000,     0.083,     0.152,     0.173,     0.173,     0.030,     0.005,     0
  80,    9,    0,     0.000,     0.083,     0.242,     0.256,     0.256,     0.066,     0.017,     0
  80,   10,    0,     0.000,     0.083,     0.333,     0.344,     0.344,     0.118,     0.041,     0
  81,    0,    0,     0.000,     0.083,     0.424,     0.432,     0.432,     0.187,     0.081,     0
  81,    1,    0,     0.000,    -0.417,    -0.727,     0.838,     0.838,     0.703,     0.589,    -5
  81,    2,    0,     1.000,    -0.333,    -0.636,     0.718,     0.718,     0.516,     0.371,    -5
  81,    3,    0,     1.000,    -0.250,    -0.545,     0.600,     0.600,     0.360,     0.216,    -5
  81,    4,    0,     1.000,    -0.167,    -0.455,     0.484,     0.484,     0.234,     0.113,    -5
  81,    5,    0,     1.000,    -0.083,    -0.364,     0.373,     0.373,     0.139,     0.052,    -5
  81,    6,    0,     1.000,     0.000,    -0.273,     0.273,     0.273,     0.074,     0.020,    -5
  81,    7,    0,     1.000,     0.000,    -0.182,     0.182,     0.182,     0.033,     0.006,    -5
  81,    8,    0,     1.000,     0.000,    -0.091,     0.091,     0.091,     0.008,     0.001,   995
  82,    0,    0,     1.000,     0.000,    -0.091,     0.091,     0.091,     0.008,     0.001,     0
  82,    1,    0,     0.000,     0.083,    -0.470,     0.477,     0.477,     0.228,     0.109,     0
  82,    2,    0,     0.000,     0.083,    -0.379,     0.388,     0.388,     0.150,     0.058,     0
  82,    3,    0,     0.000,     0.083,    -0.288,     0.300,     0.300,     0.090,     0.027,     0
  82,    4,    0,     0.000,     0.083,    -0.197,     0.214,     0.214,     0.046,     0.010,     0
